video-frame,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,target
7_2_1_17_30_3_m,0.25507426077927636,0.043434784988823395,0.013364989703099552,0.06784750153508008,-0.013025902562049546,0.0171285579681496,0.019106276334796536,0.019764141847670447,-0.0011835038921136777,0.006198460537586991,0.014165742600683016,0.01757189306809761,0.01331791052767099,-0.006551802551346297,-0.0059177768374211485,0.0024620061840972015,0.0019122350348240067,-0.0020515265687399715,-0.0011463079762121598,0.0001264390357653329,-0.0028496864598833633,-0.0023969407179525444,-0.00030308683654094,-0.000634777801084237,0.0021199901783280828,-0.0006611182902711363,0.0005762114406737167,0.0005162528207498404,0.0006517112566040532,0.0006961021554462887,0.0002768648961833988,-0.0004629132632050901,-0.0002867856151670427,0.0003622043364526423,4.189852141524714e-05,8.369578692067947e-05,0.0003621273739477254,0.00028702457371313763,7.659420543659726e-06,-0.00015678277046290997,7
7_2_2_11_30_5_m,0.11665578528779602,-0.014563076583316948,0.015471213480482611,0.008321502079362513,0.008552810080655211,0.030010901344064526,-0.010103818319956711,-0.013976729942288421,0.04104744742069624,0.0018540797921412539,0.005769015754325088,-0.007587593910479881,-0.011891516764794411,0.002307327157139797,0.005817067920899738,0.010609319496487553,0.005779437295064026,0.00028972048957533094,-0.0053431765253319705,0.003240953851720203,-0.004134996472827595,0.0008459914347753102,-0.0005898201567304848,-0.000224082770781945,-0.0011722492792782494,0.000582092614271832,0.0007566811891462537,-0.0002124486107474045,0.00010433161520079521,-0.00044250210405973696,0.00033747127734131007,0.00015713827858133264,-0.00024336629066048156,-7.793021102501182e-05,4.1243864718802264e-05,0.00026287977178940413,-4.549945397773727e-05,-0.00027536077618518236,2.0191504468874928e-05,0.00029200718486654964,7
7_2_1_17_30_4_m,0.1973370850341343,0.03220974379103056,0.007625755834625454,0.057664741567359186,0.0017682985023203717,0.01269244509377847,0.007975915323211409,-0.006425755624778352,0.002371109404921894,0.015127587647356958,-0.01192809495310987,-0.0048102538062072785,-3.0423546733279204e-05,0.004654042683895214,0.010585489304791782,-0.005160207421520063,-0.0048966220535749125,0.0022480583568944214,0.007072686337297859,-0.0007593992815157291,0.006473049679193842,0.004335273831388775,0.0013453130356057023,0.002214912725219237,-0.002204451056883114,-0.00213617938677712,-0.0014031928201138646,-0.00047794687303148476,-0.0009952078799274065,-0.0007853607124404271,0.000724944312274272,0.0011192840020995863,-0.0005748070581981778,0.0004951278841034447,0.00017922916640646024,0.0003972156546900299,-0.0001163960923965761,0.0007250353791804724,-0.00018746249710259281,-0.0006451760205616604,7
7_2_1_13_30_3_m,0.08689626760907614,-0.012321050936794194,-0.015130745866717163,0.048431792755352435,-0.006471087701049686,-0.0028381895515605104,0.0025140036235534514,-0.024768008595580024,-0.008406433981674575,0.0016374688219946514,-0.003140435384378883,-0.013373971505040163,-0.00828667082287028,-0.0012292461949015968,-0.0038027457548866304,-0.0021249756085769916,0.005014603335793406,-0.003998701428721302,0.008463222371607723,-0.003184242076853352,-0.003038253667466238,-0.0019919719746605193,0.0019321550517887678,0.0028671935327683404,0.0056364214621046505,0.0048103643387224235,0.001226302559732025,-0.0002044995017983984,0.0025910723257374056,0.0013069674244494199,-0.00094689456652624,0.00012426334117271074,0.0010248415419579014,-0.0004321102880265455,4.526368500809743e-05,-0.0005667957349079276,-0.0003321602389400534,-0.0006390232326639429,-0.00019517106816322374,1.649810529465347e-05,7
7_2_1_13_30_2_m,0.04112795627113149,-0.01837077910836787,-0.01607290300153293,0.046768126851724885,-0.0036069077648005475,-0.012755780235634586,-0.0014878502026694166,-0.02196326944126615,-0.011358459336137596,-0.01301755201193345,-0.0004720381018926925,-0.00980544294386207,-0.008171610637913574,-0.0025068973252548145,-0.006248997503034075,-0.002769402912660313,2.824696811966704e-05,-0.0036399550995745455,-0.0072095618614221755,-0.000618623894089978,-0.0023329030699356175,-0.00013952168291042082,-0.001476555466087612,-0.0021845490625465223,0.00024859637933331445,-0.001104814013668916,-0.0011732925850955849,0.00013169167871128327,-0.0019148739609739143,0.00045534991417636375,0.002463336969945695,-0.00029257348100476517,-0.002035159070113916,0.0027482281907253324,0.0008577769266236383,0.0005133918909633057,0.0005869924343338556,0.0015787894227404769,-1.9974808479231373e-05,-0.0009287620317527601,7
7_2_1_17_30_2_m,0.11043457997348202,0.0004728339738212872,-0.008035451403711686,0.055417945584200594,-0.004461778367257146,-0.0070543337897537445,0.0037718833467549973,-0.01050553427095691,-0.0112795607348911,-0.007044503848615659,-0.002261938215938961,-0.003802873326675047,-0.0023179733073937663,-0.0010518915698663844,-0.0026130505335616567,-0.005713482085054605,-0.001981958035810703,-0.0008885972608754581,-0.004077588256684054,-0.00010054290131558269,0.0004149766804461395,0.0018690053045245937,-0.0012710715055737369,-0.0013482819897633232,-0.0015302697977446352,-0.000827527523134019,-8.319444881015215e-05,-0.00029693387513342415,-0.0017280754582182532,-0.0014211217045164836,-0.0007250170982733079,0.00033444217016859423,-0.0005022761979044181,-0.0010514759441052342,-0.0006144767341209185,-9.91602743302559e-05,1.6900939974847145e-05,-0.001474717836016491,0.0013117203058329208,0.002310968766211493,7
7_2_2_18_30_2_m,0.08936755152307503,-0.011654165684775312,-0.005142827165362329,0.04037146892969114,0.0032312490214966984,-0.010391338539497388,6.766354000564033e-05,-0.007175235952395744,-0.004086947861769964,-0.005894862056510932,-0.0022089474420077596,-0.0013169706141653065,-0.002205874668164372,-0.0005697841469203977,0.002146835023097932,-0.0009742463927536983,-0.004326808760312062,-0.0002704253237944894,-0.006116710531497488,-0.0009319003184055786,-0.00048215812513838934,-0.0015401353639509295,-0.003163849028108771,-0.0029949073475945844,-0.004197007372450223,0.000734985062672223,-0.0023891822933119404,0.0008499585481287141,-0.0006012453672517657,0.00011012759514055167,-0.002156681635856453,-0.0009138784466596676,0.0029237230280956244,-0.002574277140899477,-0.0001998373104679231,-0.0011364266531354629,-0.0010160728445727585,-0.0008175668135619862,-0.001064790463906609,-0.0009826528372617236,7
7_1_2_9_30_3_m,0.06654402037439316,-0.020948244537777463,-0.010874062856401107,0.026598319370751727,0.011807700780383795,-0.01181444748733252,-0.004736161036538361,0.014881189033777041,-0.009634298778132221,-0.003703934232844134,-0.007850367967053924,0.002146934857210119,-0.008833848947023746,0.008410661692683957,-0.004361372415047249,0.0038524189915822393,-0.002689167572260582,0.012330008967648885,-0.001081045655047641,-0.00028605671499139625,-0.0036807185233517737,0.001966218143212342,0.0033079342387894446,-0.0005858875484147436,0.00038403514976995384,-0.0006433511177507338,0.003244645865343293,-0.00010165585347727899,0.0004957468458774975,0.0015576270167622125,-0.0003236227274683539,-0.001380604707631295,0.0006090716251005625,0.0006362280102347108,-0.0006092967031836621,0.00042872201546577973,-0.00010648358488403983,0.00019715847287253514,-0.0004893649772348869,-6.101405991339081e-05,7
7_1_1_15_30_5_m,0.08112577501598306,-0.01913973112275158,-0.009654227454599675,0.004876010544023942,0.01585864548471454,-0.008064881704524315,-0.012463623856905755,0.02519939055790618,0.0013880333506357224,-0.00657139319593442,-0.006448617968835635,-0.0016511677376202,-0.00794348267119244,0.0010376386990991193,-0.005862226444978167,0.0029016046940777995,-0.0022923755757460703,0.0033296967316170482,0.0038768536674011886,0.0051917587680420626,0.0024879003576588382,-0.002389825133614102,-0.0029268964089935678,0.0002946960545878192,-0.00031212694639759487,0.0011916337109577786,0.0005081189625030847,-0.00016425488719518458,0.00044977888949783624,-0.0013398331991302786,0.0019993716325934336,-0.001407582516749734,-5.5482964734795585e-05,0.0010540452977121399,-0.0007294043260481398,-0.00015319213954261674,-0.00017894002999153006,-0.000570007461576915,0.0006690531145123815,-0.00032027037795100876,7
7_1_1_10_30_2_m,0.062034835290720916,-0.02409116837046824,0.007353185061571283,0.0016268601761824095,0.012830329052679732,-0.018187569683548326,-0.0065719959038002184,0.01812656472597738,0.004984546485608836,-0.001490027677085227,-0.0059489600558028,-0.00045298078599288966,-0.0045293291675440476,0.004266457898814897,-0.003464958307901592,0.0013163442819711948,0.0006972217456330022,-0.002350476299704831,0.0002439733317735799,0.002089107090795252,0.004858185562417176,-0.0021325425738988233,-0.0012804298292417378,-0.00034108413666768066,0.0004572706522911534,0.0014417998849960674,-0.0006723644585737345,0.0007307437805230872,0.0008677784563875336,-7.269072466164173e-05,-0.0003280445600258329,0.0009290477739524048,-0.00046689782072103234,-0.0008449339267001744,0.001670396255605413,0.0002671368168988227,0.0011890887190086508,0.0008657448214876419,0.0005868694720768702,-0.00012800760549282184,7
