video-frame,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,target
7_2_1_17_30_3_m,0.25507426077927586,0.043434784988823236,0.013364989703099505,0.06784750153508047,-0.013025902562048951,0.017128557968149497,0.019106276334795634,0.019764141847671397,-0.0011835038921136957,0.006198460537587054,0.014165742600682466,0.017571893068097783,0.013317910527671218,-0.0065518025513462445,-0.005917776837421206,0.0024620061840971473,0.0019122350348240384,-0.0020515265687399307,-0.001146307976212258,0.00012643903576538696,-0.0028496864598832944,-0.002396940717953527,-0.0003030868365412605,-0.0006347778010913471,0.002119990178321776,-0.0006611182902555831,0.0005762114406813693,0.0005162528206207487,0.0006517112564167181,0.0006961021580167636,0.0002768648953364548,-0.00046291324230874107,-0.00028678560840454784,0.00036220450360905965,4.18983674082554e-05,8.369615776142136e-05,0.00036212546656424555,0.0002870347647152934,7.648221069021521e-06,-0.00015681130777216103,5.15982295451016e-05,-1.476201378624591e-05,4.867466388183984e-05,-0.00013257451676676143,-9.498556997050956e-05,9.242736868662833e-07,-0.00014542549003930148,-6.830016815557447e-05,9.940528812127275e-05,-1.8618719008150744e-05,6.954301363473174e-05,-2.5359850269234676e-06,-3.1771997874003525e-05,-4.5605615801201414e-06,9.671664243172879e-06,-1.4773864380765556e-05,8.179655352627713e-06,1.4593104665626466e-05,-1.7260886427967175e-05,-1.4041055971051597e-05,1.464370021407084e-05,-2.8930635102426368e-05,2.358322412845788e-06,-1.3644961132120874e-05,1.22910141874915e-05,1.5982667005932522e-05,6.7616548546754934e-06,-1.6445738049113154e-05,-9.71506569531186e-07,-6.616326154666297e-06,1.4328636822625775e-06,-1.5000360625987189e-05,3.671614876641075e-06,-5.162633308458284e-06,6.927599609315536e-06,-1.4103073400702601e-06,-4.3903595829540815e-06,-1.1476934473222311e-06,1.7986880004304526e-07,6.451882631343259e-07,-3.4551647674497137e-06,4.158009602884038e-06,8.63583277219706e-07,2.7587999532318917e-06,-4.3237877260403846e-06,7.929078949291657e-06,3.3589856375195033e-06,-8.243760672576236e-07,4.710813694546297e-06,5.194242693578729e-06,-1.3194032827094319e-06,7.503653656977509e-07,1.0737195703064576e-06,-1.2576834471124549e-06,9.004805049978203e-06,-1.0240096866964205e-07,-1.404851499692184e-06,1.0565573373964244e-06,-2.7117500142228245e-06,5.1186420435172124e-06,-2.1188045309092395e-06,-9.25064551215531e-07,-2.951172937075963e-06,1.6823060178263146e-06,1.2680526585468864e-06,-1.8458936558523772e-06,-4.02692984689821e-06,-1.969875784096067e-06,1.4534849712808454e-06,1.297117364220129e-06,-4.18223094975011e-07,1.060664999736621e-06,1.320614920810358e-06,2.1794895332717715e-06,-1.9679065048327563e-06,-2.836936945742416e-06,-1.4701092693622433e-06,-4.8725620024407705e-08,2.3076918604215374e-06,1.6892441257607285e-06,7
7_2_2_11_30_5_m,0.11665578528779581,-0.014563076583317036,0.01547121348048271,0.008321502079362376,0.00855281008065525,0.03001090134406444,-0.010103818319955918,-0.013976729942288973,0.041047447420696354,0.0018540797921412886,0.005769015754325353,-0.007587593910479582,-0.011891516764794522,0.0023073271571397596,0.005817067920899595,0.010609319496487619,0.005779437295064071,0.0002897204895756306,-0.005343176525331772,0.0032409538517204116,-0.004134996472827656,0.0008459914347759988,-0.0005898201567312318,-0.00022408277077598133,-0.0011722492792724812,0.0005820926142714658,0.0007566811891349293,-0.00021244861055239565,0.00010433161479099074,-0.0004425021054025633,0.0003374712781464275,0.00015713826284848454,-0.00024336632064160389,-7.793037190038219e-05,4.124396149175933e-05,0.0002628790996209839,-4.549707811786423e-05,-0.00027537378122299985,2.0219278735018198e-05,0.00029205351144501467,-0.00017158799066644738,-0.0001821338416592934,-0.00012548601747626356,0.00016577377111119172,3.062057826978609e-05,6.483463601874002e-05,0.00013351255849324389,1.5011242618783937e-05,-0.00012340232652957453,4.606134894777892e-05,-9.218769088236769e-05,4.964563446573131e-05,2.928402438619361e-05,3.247924469272952e-05,-7.737566567883357e-05,-6.46037651043204e-05,-6.210588193470868e-06,-4.217757754993867e-05,7.988556658366424e-06,-2.7336641837752083e-06,1.5079018709898855e-05,-4.683661218324068e-06,-1.3858555571284915e-05,-1.817264856585972e-05,-3.784598530492169e-05,-1.79879621422537e-05,-2.27381333738062e-05,3.2671620719067886e-06,5.10298750294527e-06,-3.968441723525431e-06,-1.4264636271682829e-05,2.803315779762304e-06,-1.763044045126601e-06,2.5085291941876772e-05,2.996742370481242e-05,7.932793172189246e-06,1.790085107407368e-05,-1.5599362595842628e-06,1.3180130796761208e-05,6.716408691940304e-06,1.644149632031594e-05,7.1115803744290865e-06,-3.2548058982348633e-06,-4.6643593263143075e-06,2.569395517454065e-06,-2.744006845923422e-06,-6.004781878248451e-06,-5.3065803209888296e-06,-1.0802684051041459e-05,1.1881265890963692e-06,8.879699045256799e-06,-5.552290084462808e-06,1.3129285578697151e-06,9.326066159079529e-06,-1.2622525281033402e-05,1.7952315799654611e-06,1.7085151172942467e-06,-3.557126900607091e-06,5.670179340305242e-06,-5.362162143427974e-06,7.459434559998188e-06,6.60418411151796e-06,-9.52638343379046e-07,-3.141506533098284e-06,1.3258468418485587e-06,-3.065659299165681e-06,7.097072489383223e-06,7.120327280297855e-07,-3.0622404244382885e-06,3.2053010525025476e-07,1.7287634120545306e-06,-2.4151601706230003e-06,-2.0592289459873804e-06,-4.62336184869567e-07,3.2314188856220914e-06,4.556714242770851e-06,5.104822238213046e-06,-1.5041662214057649e-06,-1.3351185622026058e-06,-7.6220255582674e-07,7
7_2_1_17_30_4_m,0.1973370850341339,0.03220974379103028,0.007625755834625377,0.057664741567359144,0.0017682985023208771,0.012692445093778442,0.007975915323211716,-0.0064257556247779846,0.0023711094049218362,0.015127587647356982,-0.011928094953109713,-0.004810253806207566,-3.0423546733363457e-05,0.0046540426838952015,0.010585489304791862,-0.005160207421519919,-0.0048966220535751215,0.0022480583568940194,0.0070726863372979065,-0.0007593992815159425,0.006473049679193793,0.0043352738313890485,0.0013453130356058983,0.0022149127252231826,-0.002204451056881174,-0.002136179386775728,-0.0014031928201330508,-0.00047794687290732914,-0.0009952078793052997,-0.0007853607137198955,0.0007249443121284251,0.0011192839901918766,-0.0005748070676046821,0.0004951277674065695,0.0001792296470586481,0.0003972154641302472,-0.00011639604374021582,0.0007250307971754463,-0.00018746381807152525,-0.000645170661749646,-0.00023372556594676314,0.0005898333630840729,0.00029625713871396986,-0.00019117458571093275,-0.00021259003069713564,-0.00020609454467333214,0.00014426412386398364,-4.860025016014712e-05,0.000151552163638227,8.894045469299347e-05,-1.9295643302298574e-05,-4.8303859723683305e-06,1.2365853886460331e-05,-2.80486926291276e-06,6.550059882287431e-05,5.379767171697228e-05,-8.366198391122277e-05,-5.0536389986767426e-05,-9.316519311986971e-06,6.070204647954579e-06,-7.257639658750061e-06,-1.3944510492393126e-05,1.4077250612666295e-05,-3.3285929498057825e-05,-8.352555995122364e-06,-3.991329046387789e-05,-6.06364180641496e-06,2.8452680480223295e-05,9.367665990926365e-06,-1.3206846464163228e-05,-8.517221660582223e-06,1.3155291142143951e-05,-1.6945134641667939e-06,-1.763954055850808e-05,-2.0183902395588964e-05,-3.6564847505636293e-06,-6.257195701086411e-06,2.2658611112083926e-05,-2.7745703487536446e-05,-2.2636110182226246e-06,6.308743822067612e-06,-5.392384668887774e-06,-1.0839738677274756e-06,3.292707498915759e-06,-9.673875290676463e-06,-1.128915800139437e-05,-2.0880193472737836e-06,-3.303629699763798e-06,-1.2268179912614224e-05,4.9034341005536105e-06,1.225705069097766e-05,6.436751965549329e-06,8.85271264383641e-07,-3.0914556414053327e-06,-8.62695477429961e-06,-7.735337381472867e-06,1.9485302339708326e-07,-7.272730551369943e-06,2.800356206836163e-06,-1.4648346755562955e-06,-9.428920047089719e-07,1.9406875781586657e-06,4.140530762328862e-06,1.125510497379084e-06,2.0692672373599607e-07,-3.521741855913326e-07,-3.173274341977234e-06,-8.443010474608683e-07,2.9323478580032377e-08,-3.5061063916721623e-06,-5.440624442952942e-06,2.6039033505507335e-06,1.1953596876011776e-06,-1.9801503459088124e-06,6.706506839370458e-07,-2.451833322229608e-06,-2.5770270568905827e-06,1.8140781386330206e-06,-2.5968644216632514e-06,1.4934162477369279e-07,7
7_2_1_13_30_3_m,0.08689626760907594,-0.012321050936794255,-0.015130745866717279,0.048431792755352615,-0.00647108770104927,-0.0028381895515605213,0.002514003623554719,-0.02476800859557994,-0.008406433981674616,0.0016374688219946067,-0.003140435384378449,-0.01337397150504013,-0.008286670822870427,-0.0012292461949016341,-0.0038027457548865896,-0.002124975608577041,0.005014603335793291,-0.003998701428721895,0.008463222371607557,-0.0031842420768532715,-0.0030382536674660645,-0.0019919719746619236,0.0019321550517908544,0.0028671935327604058,0.005636421462094068,0.004810364338719486,0.0012263025597279223,-0.00020449950217089086,0.0025910723261463515,0.001306967425588172,-0.0009468945676731151,0.00012426336608537938,0.0010248416217988516,-0.0004321100120254857,4.5263868855474814e-05,-0.0005667942469930224,-0.00033216467366049444,-0.0006390024549414102,-0.00019522353092083888,1.641643426534892e-05,0.00013092658195301888,-4.316200446068477e-05,-0.00022740302458339453,-0.00018117031723558413,-0.0002218546251433538,5.749231551997025e-05,-0.00025184816828305073,0.00024747557927527866,-0.0001747928505514801,-0.00017084033902426462,2.8660014380746048e-05,1.5120775517164442e-05,4.785466202040563e-05,5.88336431515083e-06,4.1720261388801155e-05,-8.903050605090343e-05,5.3783546854968355e-05,-4.6076351455922874e-05,4.959822903768389e-05,2.6676391736474866e-05,-4.560573198571133e-05,-2.6753229111113727e-05,-4.3020230972876904e-05,6.361602845545149e-06,4.701345918886952e-06,7.463280504589872e-05,-9.000055839578558e-06,-3.315502754773192e-05,-2.3769481070429615e-05,-3.20363090426998e-05,7.0325566717126896e-06,-5.120684010353931e-06,1.0911272219324922e-06,1.4109755232492963e-05,1.10404721762337e-05,-3.2344478866698764e-05,9.342262553375274e-06,-6.694349372325611e-07,3.8936076749018525e-05,1.7638650544253537e-06,-1.5941174406832226e-05,-1.3138075714853102e-05,-2.097469202171497e-05,9.917809494506857e-07,1.392643942494291e-05,2.0221096981695866e-05,-1.643422974612823e-06,1.930346717502331e-05,1.3798363565151962e-05,9.775401254241776e-06,-3.088162067813514e-06,8.843652479227525e-06,7.462397630347467e-06,-2.4605379058799374e-06,2.3773202741585535e-05,2.8795206508196334e-06,5.766145587060507e-06,-3.5291590642484544e-06,-3.3861585690263917e-06,2.4800164598811083e-06,-5.735511187907384e-06,2.4037416518135395e-06,-7.225177239237005e-06,-6.6981059736079645e-06,3.8329324246936404e-06,-1.2262445167911888e-06,-4.164992759290701e-06,6.9297265620076634e-06,7.623762420644581e-06,1.0096349553188338e-05,4.672562213769648e-07,3.0449539792112124e-06,7.511571969702614e-07,2.2590400646090052e-07,-2.3969635094270225e-07,-8.17214842888481e-09,2.127586998388476e-06,-1.0333802376215842e-06,4.291304570113055e-06,4.341677330469391e-06,7
7_2_1_13_30_2_m,0.041127956271131416,-0.018370779108367936,-0.016072903001533047,0.04676812685172494,-0.003606907764800184,-0.012755780235634508,-0.001487850202668352,-0.02196326944126624,-0.01135845933613761,-0.013017552011933498,-0.0004720381018923679,-0.009805442943861946,-0.008171610637913657,-0.002506897325254847,-0.006248997503034012,-0.00276940291266041,2.824696811989965e-05,-0.003639955099574071,-0.007209561861422402,-0.0006186238940899398,-0.002332903069935632,-0.000139521682912404,-0.0014765554660897075,-0.0021845490625524077,0.00024859637932441207,-0.0011048140136059453,-0.0011732925851296486,0.00013169167881698924,-0.0019148739620393658,0.00045534991804582796,0.0024633369676165698,-0.0002925734569940129,-0.002035159113833856,0.0027482282941688283,0.0008577778687560671,0.0005133912497852605,0.0005869897894587735,0.0015787950151402424,-1.9967108132390104e-05,-0.0009287652158492635,-0.0006510699525111936,0.0007666119083586381,0.0006775184755392356,-0.00040204024086703594,-0.00023302686551615677,-0.0002739148325579153,-9.321511484052703e-05,-0.0004859898750406876,0.0004964166994709279,0.00012891785524207745,0.0001626416431943121,4.622226915356688e-05,-3.862913346457468e-05,7.682620763057435e-05,-8.625719063111332e-05,9.993466160953725e-05,-8.835102454871156e-05,2.457576420766707e-05,-6.555713682393267e-06,1.1734737294870549e-05,3.199709322432053e-05,-8.534618623936774e-05,1.5329803142867816e-05,-0.0001319952316720474,-2.4299100630116238e-05,-8.869539095888795e-05,-2.249814300829991e-05,-5.574614291027696e-05,-4.383321799005934e-06,-9.002716203660277e-05,-5.0644293105583775e-05,3.25284252315252e-05,-2.6315617414713492e-06,-6.8218933184488635e-06,4.093400206449593e-05,-7.929549809827735e-06,2.232261340786265e-05,3.817612688184744e-06,-5.265683891405773e-05,3.9135974270986814e-05,-1.5238944788556996e-06,2.743105211094114e-05,2.120035619098757e-05,1.596900924314773e-05,-2.727271823971226e-05,-2.2202730508837708e-05,1.3426233906567724e-05,-2.348379716480374e-05,-2.5490309015756107e-05,1.2653215234946552e-05,3.6680845026269026e-06,3.883255905736381e-06,1.999724503594378e-06,-1.8672921387196537e-05,-2.745420364271989e-06,-1.0270267283249697e-05,-1.1792278542745811e-05,-2.061240078272604e-06,-4.713225031246651e-06,-3.2443604628197997e-06,-6.598835840776174e-06,4.9200016834797635e-06,1.6862116696156377e-06,1.932456326019525e-06,2.5882296357446225e-06,3.3873650189027765e-06,-3.37197699768131e-06,-1.6013481596695978e-05,-3.8189903304241565e-06,-7.009268467408053e-06,-7.209600895978003e-06,7.574330204280374e-06,3.7396218780267113e-06,1.272074006324278e-06,-1.2710702489809464e-05,-1.1523827472843006e-05,-9.987496632329734e-06,4.450154006984072e-06,5.6664679835188054e-06,3.4245706960221603e-06,7
7_2_1_17_30_2_m,0.1104345799734818,0.0004728339738212659,-0.008035451403711757,0.05541794558420072,-0.0044617783672566864,-0.007054333789753736,0.00377188334675555,-0.010505534270956735,-0.011279560734891161,-0.007044503848615737,-0.0022619382159388747,-0.003802873326675064,-0.0023179733073937963,-0.0010518915698663836,-0.0026130505335615656,-0.005713482085054629,-0.00198195803581057,-0.0008885972608751506,-0.00407758825668412,-0.00010054290131557978,0.0004149766804459535,0.001869005304526673,-0.0012710715055725258,-0.001348281989746977,-0.0015302697977283136,-0.0008275275232133667,-8.31944487063725e-05,-0.000296933875122724,-0.001728075460158652,-0.0014211217095315655,-0.0007250170958868104,0.0003344421369619228,-0.0005022761903105403,-0.0010514761437755032,-0.0006144774999198847,-9.916206863662156e-05,1.690655264696765e-05,-0.001474739099072537,0.0013117793514359516,0.002311059645368634,-0.0003117924219467415,-0.0013405750989489964,-0.0011258070127889114,0.0011850014399271333,0.0012169991933036555,0.00019758076396913726,0.0005881885765866057,7.766309710758871e-05,-0.0003563477893293019,5.545657937337349e-05,-0.0003029365433886017,3.2733451815661246e-05,-3.780308283924531e-05,4.4200100799751606e-05,-0.0002888316374417618,0.00014612821095137804,8.205907210760443e-05,0.00013260422463096135,-2.8786764638699243e-05,-0.00011421003212805428,-3.2234239467272106e-06,0.0001564912136314634,-0.00012797498614919599,0.00028298645654677444,7.6073869657113665e-06,4.5315436023582524e-05,1.1402941263620527e-05,5.082659589144425e-05,4.969009881128039e-05,0.00021258303176599188,4.7544802298158475e-05,-3.440888382988516e-05,-1.6470178254499638e-05,1.096746610916799e-05,-2.5396544297480963e-06,1.9048057597354696e-05,2.164267126559446e-05,-1.068687018515873e-06,2.386378568152697e-05,1.8590361644421935e-05,1.951113936243741e-05,-3.031707675680203e-05,7.85807397761733e-06,-4.049247365975283e-05,6.233403741943293e-05,3.3083304127332014e-06,1.1887037116275444e-05,-1.1038791782365738e-06,4.875076721006689e-06,-2.8650967139116858e-05,-2.5042524362586146e-05,8.734648298502182e-06,1.6842943568357626e-05,2.033250486553798e-05,-4.3344469633277556e-05,2.6789821086097778e-05,2.260574357330223e-05,1.891616996246743e-05,2.543938345322617e-06,1.7662629417678026e-06,7.354408130870405e-06,-1.0630040614191497e-05,1.2230223969130236e-05,-4.2071931396266535e-06,-1.542100369793788e-05,1.8952275451120603e-05,1.2244960511782612e-05,3.784281644407302e-06,-3.5240496911123716e-06,-2.449416021400434e-05,3.163691694794973e-05,-6.463967068868017e-06,-1.0521749448366833e-05,-1.2123363179263946e-05,4.74969672729378e-06,2.8112273186069833e-05,-8.626106517875075e-06,-8.66344247409885e-06,-1.1349189489878956e-06,-4.5649302185347025e-06,7
7_2_2_18_30_2_m,0.08936755152307486,-0.011654165684775413,-0.005142827165362416,0.04037146892969115,0.0032312490214970167,-0.010391338539497356,6.766354000601192e-05,-0.0071752359523957416,-0.004086947861769977,-0.005894862056510971,-0.002208947442007732,-0.0013169706141653462,-0.002205874668164374,-0.0005697841469204017,0.002146835023097933,-0.0009742463927536892,-0.0043268087603118765,-0.00027042532379403,-0.006116710531497629,-0.0009319003184055381,-0.0004821581251383408,-0.0015401353639481583,-0.0031638490281048993,-0.002994907347585316,-0.004197007372441121,0.0007349850625854535,-0.0023891822932981047,0.0008499585478709414,-0.0006012453652387442,0.00011012758887887035,-0.002156681634673397,-0.0009138784740107831,0.002923723144904226,-0.0025742771740528826,-0.00019983744785968604,-0.0011364250042190229,-0.001016074347924711,-0.000817556460242363,-0.0010648578348414507,-0.0009826944002154316,0.001559973948485748,0.0004478892165222016,0.0003551605970301224,-0.000493634921664263,-0.0007949494064737587,9.949716010774828e-05,-0.0005672538894544572,0.0001365597734460526,-0.0002755889875738062,-0.0002562397093183135,0.00014848461721144948,-0.0002114036735475735,6.345328724532256e-05,2.4496366407194106e-05,0.0002653481119150091,-9.928164564146786e-05,-1.035107196684489e-05,-4.582833673435823e-05,2.7422846212925986e-06,0.00012517448414731082,7.690594811773968e-05,-9.71696488218712e-06,0.00021627259177546497,-0.00015823411365036518,2.535159469231779e-05,4.27842287918319e-05,4.082811504677548e-05,-3.9465048152980236e-05,-6.0984414363142916e-05,-5.363530679220479e-05,-9.508285842898099e-06,6.471974773323345e-05,-6.84963293219689e-07,3.214841914123233e-05,2.1781934039530203e-05,1.1424788637887766e-05,-2.932533740176664e-05,-5.157025311903293e-05,2.787698466952244e-05,-6.566911612382658e-05,-2.6237672422498538e-05,5.16038971785002e-05,1.3774455469667967e-05,3.22100223689707e-05,-3.070673364353473e-05,-1.188757062718118e-05,-2.589734706362751e-05,1.0146380089388768e-05,1.9817602691784266e-05,-3.018271556765082e-05,1.3620851687638068e-05,-4.7118661455792346e-05,-2.5967123007236996e-05,-1.4992943155906287e-06,3.982255963392592e-05,-3.234605502383625e-05,-2.7586332167996013e-05,-9.630105812261303e-06,4.862423745850376e-06,-8.531652546042077e-06,3.01140372658207e-07,1.2077580054849062e-05,-1.61328318012143e-05,3.3161403483783223e-06,1.0882256020656486e-05,-2.9626686721959937e-05,-7.848323388142681e-07,-3.478741808090942e-06,-9.081327799208e-06,3.4932525345330555e-05,-2.7666788306482065e-05,-5.381531361334266e-06,-2.0341816264162138e-06,2.0008161007123086e-05,1.844413243898071e-05,-9.174226703640763e-06,2.1171279135546404e-05,9.099358972465323e-06,-1.3699337255117708e-05,-6.941919706796161e-06,7
7_1_2_9_30_3_m,0.066544020374393,-0.020948244537777556,-0.010874062856401176,0.0265983193707515,0.011807700780383974,-0.011814447487332496,-0.004736161036539164,0.014881189033776844,-0.009634298778132204,-0.003703934232844177,-0.007850367967053984,0.002146934857210077,-0.008833848947023746,0.00841066169268395,-0.004361372415047269,0.003852418991582181,-0.0026891675722604566,0.012330008967648817,-0.0010810456550469647,-0.00028605671499161336,-0.0036807185233516844,0.0019662181432052836,0.003307934238779163,-0.0005858875484663447,0.0003840351497423694,-0.000643351117531086,0.0032446458652974517,-0.00010165585321480785,0.0004957468431776925,0.0015576270411978821,-0.0003236227341785108,-0.0013806045923580813,0.0006090713659831949,0.0006362286122698339,-0.0006092989948740853,0.00042872104887961554,-0.00010647904022237507,0.0001971657555872761,-0.0004892495694435664,-6.0941040787944e-05,3.656025914344473e-05,-0.0007589593133287744,-0.0005606327064624504,-0.00029357938162362287,-7.70625827065407e-05,0.00013564951559105607,0.0002036925580240196,-0.0005970774357510937,-7.12994212762179e-05,7.567694403234799e-05,-8.046146248668988e-07,0.0005775087820015528,-0.0005238190048226007,-3.841891519470537e-05,0.00043533547439868734,-0.00038467248043011666,-0.00010576832838638207,-0.0004203170470591162,9.407054946521412e-05,0.0001317614922716286,-9.541658621110626e-05,5.758652525502219e-06,-0.00018982462975734282,1.6389576104204257e-05,9.498444361527666e-05,-0.00025235386671360575,8.366811454775663e-06,6.964500721806405e-05,2.7428858340506038e-05,-0.00014183669684380258,-6.240210100377845e-05,-2.3386502440464938e-05,2.3765674330409027e-05,-4.7101893593886375e-05,-9.381749476524832e-05,2.774488472984065e-05,-1.774775476634979e-05,5.271530525534019e-05,1.06922785958974e-05,3.425786405108263e-05,2.4977315538696905e-05,-8.012636900571672e-06,-5.60699756788963e-05,8.211849208652705e-06,-9.855130050640674e-05,7.104834605174249e-05,3.362560848916801e-05,-5.773033356535471e-05,-1.7018224933194716e-05,4.570165880605189e-05,3.335535176596515e-05,4.528646104336678e-06,1.9610049187891706e-05,-7.188161569044066e-08,1.620170315514018e-05,2.659302466279228e-06,4.518062111307233e-06,1.0592276112419198e-05,6.889550610799686e-06,2.353490250034155e-05,4.7791321256829255e-06,8.557899082490615e-06,1.631508153519402e-05,2.284503073529897e-05,6.897810761526404e-06,-2.0831225793494573e-05,-2.264487789425202e-06,-1.50026616636307e-06,2.0800327193514067e-05,2.6130423417325827e-06,4.417813120926337e-06,2.3582638203208328e-06,8.61605462377481e-06,-1.661692670956006e-06,-1.2724185740294063e-05,-7.0393695087416026e-06,1.0644640671810181e-05,-5.817331166875059e-06,-1.1006653923149451e-05,1.8281033256449498e-05,7
7_1_1_15_30_5_m,0.08112577501598287,-0.01913973112275165,-0.009654227454599703,0.004876010544023584,0.01585864548471454,-0.00806488170452429,-0.0124636238569071,0.025199390557905578,0.0013880333506357844,-0.006571393195934452,-0.0064486179688355945,-0.0016511677376202507,-0.007943482671192475,0.001037638699099115,-0.005862226444978173,0.0029016046940776906,-0.002292375575746372,0.003329696731616792,0.003876853667401513,0.0051917587680423835,0.002487900357659513,-0.0023898251336142585,-0.002926896408973544,0.000294696054579824,-0.00031212694642878574,0.0011916337106948932,0.0005081189627780617,-0.00016425488971840056,0.00044977889349855836,-0.0013398332095679551,0.001999371634695679,-0.001407582451210687,-5.548236103151436e-05,0.0010540464483335048,-0.0007294042970547029,-0.0001531848424859867,-0.00017896855232392767,-0.0005698954676868919,0.0006687137783208099,-0.00032078722214228726,-4.8061642252959175e-05,0.0002770295110402157,0.00045226952795501476,-0.0010263604487559708,0.00045381377131456583,0.00034465284859335404,-0.00034616085439852603,0.000542316824309949,-3.251712379896247e-05,-0.0003586489849048578,-0.0002903105031662548,-0.0005470296877728246,0.00044098989461747247,-0.00018591340241200482,-0.0004026115980366687,0.0002980512628896946,0.00021591572011796502,0.0006027270665780748,-7.998423434125987e-05,0.00018174115255659186,-0.00010792373924685694,0.00026904272841738873,-3.003785398754403e-05,-5.803579701369699e-05,-0.0002638034416454945,0.00028646635772739087,-6.465031739871193e-05,-9.513669885120189e-06,-0.0002309414319300826,0.00011114677984927445,0.00014730914423304134,7.61445850855284e-05,0.00010302001532761219,1.7502675711078084e-05,9.983501615032993e-06,-0.00012613702207008143,6.729572613452465e-06,-0.00014691391760576707,-3.54681964467622e-06,-5.05622732139492e-05,4.1100067377979806e-05,-3.658367147123631e-05,4.227342941645116e-05,-3.629014760295405e-05,0.0001607364754150379,-0.00010138891739869927,-3.085103258140758e-06,6.171862833599381e-05,7.98052362564977e-05,-4.024894239866805e-05,-9.253482509877413e-05,-1.1268646315162945e-05,9.781755788569651e-06,4.383281322694405e-05,-3.9278069006258314e-05,-1.1874639554608602e-05,2.2008514446639903e-05,1.44015340839305e-05,-2.3543325112035812e-05,-2.3837988413062113e-05,-1.580088545233975e-05,-1.1856533687640892e-05,-1.4751538716392823e-05,-7.355899640363452e-05,-1.6400498530542025e-05,3.9987418910917126e-05,1.2753409310753032e-05,4.339209989132504e-05,-2.86171495079761e-05,4.241234274991879e-06,-9.247925189137544e-06,1.0899791575606971e-05,-4.054358242558764e-06,-1.3987119066093744e-05,1.4287899567301678e-05,-1.5125754371260815e-05,-1.2504614421117097e-05,1.0714229727329313e-05,1.582831477027135e-05,-3.1094876055325184e-05,7
7_1_1_10_30_2_m,0.062034835290720805,-0.02409116837046835,0.007353185061571299,0.0016268601761821404,0.0128303290526797,-0.018187569683548274,-0.006571995903801185,0.018126564725977068,0.004984546485608881,-0.0014900276770852276,-0.005948960055802787,-0.00045298078599296685,-0.004529329167544082,0.004266457898814882,-0.003464958307901584,0.0013163442819711154,0.0006972217456329675,-0.002350476299704797,0.0002439733317733217,0.0020891070907948185,0.004858185562416201,-0.002132542573889863,-0.0012804298292624307,-0.0003410841366199016,0.0004572706523550527,0.0014417998852096674,-0.0006723644589361468,0.0007307437841156065,0.0008677784568009954,-7.269073082411624e-05,-0.00032804454850346156,0.000929047574052018,-0.0004668985392256997,-0.0008449363707071807,0.0016703965395902225,0.0002671289549305446,0.0011891242693041334,0.000865567437171295,0.0005872325262650739,-0.00012739979869981063,5.6909193794713316e-05,-0.0007709708637260283,1.4009091983459323e-05,0.0007454862157344247,-9.578186750485583e-06,0.00031128531417552345,0.00015703776596440476,0.0004781436145176996,0.00022569169121925558,0.00016728886827653262,0.0008201746363723704,-0.0003273078303140291,0.00010331761478578916,-0.00014791881154572277,-0.00026710708597557105,-0.00028101753042734104,9.1502238456374e-05,-0.0003149188251461381,-8.443041979564005e-05,0.00010209371131378963,0.00043693866391043173,-0.0001840071984333541,0.00029638370518369946,8.690643319560497e-05,0.00022444550948676624,-0.00020515179906813806,-6.427722367415745e-05,1.434099080129293e-05,4.2228626975905526e-07,0.00011412960594141741,2.6993919137836114e-05,-0.00019160491927154534,-0.00014078850022028556,5.387190250215544e-05,4.861890531822118e-05,0.00020863416689115145,5.874685631128593e-05,0.00012152112696306307,0.00014825634580614006,5.479375352132084e-05,-4.490805405043395e-05,5.158216360204954e-05,-0.00011026783320214337,-3.472947516367982e-05,-0.00019701214228669975,2.841172555387282e-05,-0.0001255232536577537,6.067793509377467e-05,-4.643435526634101e-05,-4.4736719042098066e-05,8.937855580622523e-05,4.7227176651481224e-05,-0.0001363683895444184,-8.478852931125489e-05,5.428750973820649e-06,6.1006832473421216e-05,-6.991093968689672e-05,-4.334119443875093e-05,5.1495556399451524e-05,-6.379452740955686e-06,-2.393170761953686e-06,-2.846320542793361e-05,1.9668008452472997e-05,0.00012849333498947982,-1.580214326633149e-05,-1.9959086081987797e-05,2.347342833386897e-05,-3.671171100339242e-05,4.7637247917998744e-05,5.7712809407021935e-05,-1.749341624888474e-05,-2.9678534182746718e-05,1.4007653268354111e-05,6.788362774172805e-05,-4.4758701952675376e-05,2.0314293988844814e-06,8.075445295414117e-05,-3.0444635166103075e-05,3.812427452426121e-05,6.513698154807242e-06,7
