video-frame,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,target
7_2_1_17_30_3_m,0.2550742607792758,0.04343478498882334,0.01336498970309952,0.06784750153508037,-0.013025902562048986,0.017128557968149525,0.019106276334795766,0.01976414184767137,-0.0011835038921137035,0.00619846053758746,0.014165742600682853,0.017571893068097255,0.013317910527671447,-0.0065518025513462514,-0.005917776837421115,0.0024620061840972336,0.0019122350348240063,-0.002051526568739945,-0.0011463079762122172,0.00012643903576545042,-0.0028496864598832805,-0.0023969407179535857,-0.00030308683654111534,-0.0006347778010914169,0.0021199901783217514,-0.000661118290255551,0.0005762114406813729,0.0005162528206207425,0.0006517112564166929,0.0006961021580168046,0.00027686489533647237,-0.00046291324230875934,-0.0002867856084046716,0.0003622045036100174,4.18983674044194e-05,8.369615776251335e-05,0.0003621254665593877,0.00028703476469720007,7.648221013318902e-06,-0.00015681130783400547,5.159822909239884e-05,-1.476201362950877e-05,4.8674663532543406e-05,-0.0001325745149630111,-9.498557251920406e-05,9.242730667095341e-07,-0.00014542550216871354,-6.830017318586226e-05,9.940529761746256e-05,-1.8618804844716657e-05,6.954305759969733e-05,-2.5361461999670598e-06,-3.177270362100136e-05,-4.559394217810263e-06,9.672336361489143e-06,-1.4773267001489075e-05,8.185085757329454e-06,1.4588284837626558e-05,-1.7266207390640292e-05,-1.4067020640243676e-05,7
7_2_2_11_30_5_m,0.11665578528779567,-0.01456307658331697,0.015471213480482646,0.008321502079362388,0.00855281008065534,0.030010901344064624,-0.01010381831995616,-0.013976729942288697,0.041047447420696284,0.0018540797921414484,0.005769015754325076,-0.007587593910479561,-0.011891516764794588,0.0023073271571397453,0.005817067920899799,0.01060931949648752,0.005779437295064052,0.00028972048957560877,-0.005343176525331784,0.003240953851720477,-0.004134996472827633,0.0008459914347759222,-0.0005898201567312819,-0.0002240827707759291,-0.0011722492792724892,0.0005820926142714635,0.0007566811891349368,-0.00021244861055239186,0.00010433161479099004,-0.00044250210540256634,0.00033747127814641594,0.00015713826284847175,-0.00024336632064181086,-7.793037190081146e-05,4.1243961494893785e-05,0.0002628790996154681,-4.5497078097217544e-05,-0.0002753737811492011,2.021927866768118e-05,0.0002920535115090835,-0.0001715879898563665,-0.0001821338413012081,-0.00012548601695643204,0.0001657737674313604,3.062059020750177e-05,6.483465660356885e-05,0.00013351257782897365,1.5011200457903968e-05,-0.00012340235011089784,4.606154277312329e-05,-9.218800012854998e-05,4.964593789253864e-05,2.928500711951434e-05,3.247850173586947e-05,-7.737593855001944e-05,-6.460507202610827e-05,-6.219506450876763e-06,-4.215185026945848e-05,7.998958975758542e-06,-2.6921867244474874e-06,7
7_2_1_17_30_4_m,0.19733708503413389,0.03220974379103041,0.0076257558346254336,0.05766474156735897,0.0017682985023208162,0.012692445093778525,0.007975915323211697,-0.006425755624777996,0.002371109404921921,0.01512758764735657,-0.011928094953110226,-0.004810253806207251,-3.042354673338435e-05,0.004654042683895209,0.010585489304791706,-0.005160207421520115,-0.0048966220535750825,0.002248058356894096,0.007072686337297834,-0.0007593992815160567,0.006473049679193757,0.004335273831389215,0.0013453130356056245,0.002214912725223207,-0.0022044510568810694,-0.002136179386775765,-0.0014031928201330497,-0.00047794687290732713,-0.0009952078793052767,-0.0007853607137199434,0.0007249443121283825,0.0011192839901918844,-0.0005748070676045965,0.0004951277674048079,0.0001792296470666767,0.0003972154641385784,-0.00011639604374725087,0.000725030797208765,-0.00018746381796744607,-0.0006451706615143408,-0.0002337255651777118,0.0005898333629466716,0.0002962571404233599,-0.0001911745871699723,-0.00021259002743581284,-0.00020609453171017386,0.00014426415583335153,-4.860022815645098e-05,0.00015155211166089505,8.8940450931e-05,-1.9295802970457904e-05,-4.830520631115183e-06,1.2367432702744233e-05,-2.807754038684608e-06,6.549922820086797e-05,5.3794685909517335e-05,-8.366995338928035e-05,-5.0522886183185016e-05,-9.319021599509407e-06,6.142815138713669e-06,7
7_2_1_13_30_3_m,0.08689626760907597,-0.012321050936794245,-0.01513074586671715,0.04843179275535244,-0.006471087701049285,-0.002838189551560442,0.002514003623554666,-0.024768008595579954,-0.008406433981674573,0.0016374688219945631,-0.003140435384378894,-0.013373971505039911,-0.008286670822870606,-0.0012292461949016057,-0.00380274575488661,-0.0021249756085769374,0.005014603335793228,-0.003998701428721865,0.008463222371607647,-0.0031842420768531904,-0.003038253667466067,-0.001991971974661785,0.0019321550517909898,0.0028671935327602752,0.005636421462094134,0.004810364338719478,0.0012263025597279281,-0.00020449950217088994,0.002591072326146303,0.0013069674255882825,-0.0009468945676730537,0.00012426336608542621,0.001024841621799039,-0.0004321100120227906,4.5263868844720376e-05,-0.0005667942470084356,-0.0003321646736606402,-0.0006390024550177497,-0.00019522353100689913,1.6416433789270048e-05,0.0001309265806727348,-4.316200452571528e-05,-0.00022740302744332655,-0.00018117031532924167,-0.00022185463529023408,5.749226764329998e-05,-0.0002518482226129998,0.00024747557675322627,-0.0001747927466973866,-0.0001708403401996909,2.8660545999387223e-05,1.5120582411368318e-05,4.7852387171950637e-05,5.887718833799521e-06,4.17225564207047e-05,-8.902399177835195e-05,5.3794030207404666e-05,-4.6108649754874965e-05,4.9611966924835125e-05,2.655607282304959e-05,7
7_2_1_13_30_2_m,0.04112795627113142,-0.01837077910836786,-0.01607290300153293,0.04676812685172486,-0.0036069077648001853,-0.012755780235634487,-0.0014878502026683432,-0.02196326944126632,-0.011358459336137607,-0.013017552011933468,-0.0004720381018923653,-0.009805442943861861,-0.008171610637913818,-0.002506897325254836,-0.006248997503034076,-0.00276940291266031,2.82469681198959e-05,-0.0036399550995741456,-0.007209561861422363,-0.0006186238940898638,-0.002332903069935647,-0.00013952168291256426,-0.0014765554660897107,-0.002184549062552423,0.0002485963793243386,-0.0011048140136058907,-0.0011732925851296303,0.00013169167881696395,-0.0019148739620393823,0.00045534991804575315,0.0024633369676163937,-0.0002925734569939108,-0.0020351591138337514,0.0027482282941663954,0.0008577778687770919,0.0005133912497928022,0.0005869897894873372,0.0015787950153455476,-1.9967107953655296e-05,-0.0009287652152727,-0.0006510699493424096,0.0007666119086217595,0.0006775184811009378,-0.00040204025214895557,-0.00023302684476695816,-0.00027391478717781484,-9.321503482917586e-05,-0.0004859898972690911,0.0004964165582603875,0.00012891801836746348,0.0001626407523450364,4.6221747734560674e-05,-3.8623520496173756e-05,7.681795792923692e-05,-8.625936431548716e-05,9.992564070820581e-05,-8.838116197558844e-05,2.4655896977656952e-05,-6.517347116932227e-06,1.1964930571078852e-05,7
7_2_1_17_30_2_m,0.1104345799734818,0.0004728339738212624,-0.00803545140371169,0.0554179455842006,-0.004461778367256696,-0.007054333789753708,0.0037718833467555676,-0.010505534270956796,-0.01127956073489112,-0.0070445038486157425,-0.002261938215938802,-0.003802873326674986,-0.002317973307393861,-0.0010518915698663656,-0.0026130505335616896,-0.00571348208505459,-0.0019819580358105444,-0.0008885972608752021,-0.004077588256684123,-0.00010054290131558064,0.00041497668044593203,0.001869005304526568,-0.0012710715055726362,-0.0013482819897469257,-0.0015302697977283507,-0.0008275275232133739,-8.31944487063799e-05,-0.0002969338751227163,-0.0017280754601586219,-0.00142112170953164,-0.0007250170958867294,0.0003344421369617176,-0.0005022761903114454,-0.0010514761437757124,-0.0006144774999290745,-9.916206862282534e-05,1.6906552641388127e-05,-0.0014747390991173802,0.0013117793511822893,0.002311059645570121,-0.0003117924231697009,-0.00134057509833393,-0.0011258070136024947,0.0011850014481270355,0.0012169992002891298,0.00019758081709293584,0.0005881885785230756,7.766306183002862e-05,-0.0003563478116274596,5.5456443287626284e-05,-0.00030293671832745423,3.2734162739129256e-05,-3.780572864951974e-05,4.420367663407142e-05,-0.0002888313428391185,0.0001461283535566509,8.207929685551208e-05,0.0001325918202695269,-2.8840915216178754e-05,-0.00011426580515675265,7
7_2_2_18_30_2_m,0.08936755152307484,-0.011654165684775338,-0.005142827165362341,0.04037146892969105,0.003231249021497036,-0.01039133853949736,6.766354000597354e-05,-0.007175235952395809,-0.004086947861769958,-0.00589486205651101,-0.002208947442007628,-0.0013169706141652633,-0.002205874668164411,-0.0005697841469203981,0.0021468350230979165,-0.0009742463927537611,-0.004326808760311829,-0.00027042532379409334,-0.0061167105314976185,-0.0009319003184055455,-0.00048215812513834814,-0.001540135363948356,-0.0031638490281047735,-0.0029949073475851557,-0.004197007372441207,0.0007349850625854425,-0.0023891822932981263,0.000849958547870933,-0.0006012453652386743,0.00011012758887880452,-0.0021566816346734905,-0.0009138784740105111,0.0029237231449053703,-0.0025742771740536485,-0.00019983744785057357,-0.0011364250042356948,-0.00101607434787766,-0.0008175564601836879,-0.0010648578344529217,-0.0009826944002339836,0.0015599739502145458,0.0004478892153775922,0.0003551605975463048,-0.0004936349326192507,-0.0007949494133132938,9.949711286230003e-05,-0.0005672538972660663,0.00013655979885532728,-0.00027558895692544845,-0.0002562395442324562,0.00014848457449034621,-0.0002114037790881376,6.345649171454814e-05,2.4491112766594148e-05,0.0002653475896555978,-9.928259388290869e-05,-1.0371500242413596e-05,-4.581133884039219e-05,2.811558582884034e-06,0.0001252268485829279,7
7_1_2_9_30_3_m,0.06654402037439301,-0.020948244537777466,-0.010874062856401098,0.026598319370751446,0.011807700780384026,-0.011814447487332581,-0.004736161036539039,0.014881189033776825,-0.009634298778132233,-0.003703934232844382,-0.00785036796705381,0.0021469348572103805,-0.008833848947023732,0.00841066169268395,-0.00436137241504721,0.0038524189915822345,-0.002689167572260415,0.012330008967648798,-0.0010810456550470954,-0.00028605671499169424,-0.003680718523351689,0.0019662181432054822,0.003307934238779027,-0.0005858875484663811,0.0003840351497423535,-0.0006433511175310882,0.0032446458652974504,-0.00010165585321479922,0.0004957468431776116,0.001557627041197843,-0.0003236227341785451,-0.0013806045923583123,0.0006090713659826361,0.0006362286122642343,-0.0006092989948579854,0.00042872104889611076,-0.00010647904026942745,0.0001971657556629834,-0.0004892495695781417,-6.0941040500019745e-05,3.656026032601536e-05,-0.000758959312880233,-0.0005606327062391357,-0.0002935793802926924,-7.70625662333114e-05,0.0001356495834885945,0.00020369265617753955,-0.000597077406536472,-7.129957350164847e-05,7.567717750861958e-05,-8.04878638855788e-07,0.0005775105954621812,-0.0005238179201428652,-3.842167136172501e-05,0.00043533031653037775,-0.00038467710250663007,-0.0001057880963391273,-0.0004203052891995204,9.401178923715972e-05,0.0001318619755163058,7
7_1_1_15_30_5_m,0.08112577501598292,-0.01913973112275162,-0.009654227454599665,0.004876010544023589,0.01585864548471457,-0.008064881704524405,-0.012463623856906992,0.025199390557905675,0.0013880333506357094,-0.0065713931959346175,-0.006448617968835461,-0.001651167737619978,-0.007943482671192485,0.0010376386990991067,-0.005862226444978118,0.002901604694077827,-0.0022923755757464142,0.003329696731616918,0.003876853667401497,0.005191758768042274,0.002487900357659586,-0.002389825133614431,-0.0029268964089733803,0.00029469605457985057,-0.00031212694642879826,0.0011916337106948863,0.0005081189627780516,-0.00016425488971837123,0.0004497788934986595,-0.0013398332095676078,0.0019993716346959354,-0.0014075824512098842,-5.5482361027760044e-05,0.001054046448356928,-0.0007294042971162938,-0.00015318484256878433,-0.00017896855241442177,-0.0005698954683925028,0.0006687137788213688,-0.00032078722529948296,-4.8061651498080445e-05,0.0002770295079345257,0.000452269519278718,-0.0010263604366496776,0.0004538136388480134,0.0003446523570150572,-0.00034616131092219104,0.0005423170005055956,-3.2516332801454463e-05,-0.0003586497982639955,-0.00029030618999033466,-0.0005470368536496881,0.0004409794688170155,-0.00018589345347617823,-0.00040259396782421424,0.0002980852133545297,0.0002159973458619088,0.0006024728825555574,-7.98455286304885e-05,0.00018094745920546612,7
7_1_1_10_30_2_m,0.0620348352907208,-0.024091168370468242,0.007353185061571277,0.0016268601761821385,0.012830329052679746,-0.0181875696835484,-0.006571995903801123,0.018126564725977092,0.0049845464856088425,-0.001490027677085414,-0.0059489600558027544,-0.00045298078599275245,-0.004529329167544072,0.004266457898814892,-0.003464958307901553,0.0013163442819712245,0.0006972217456329266,-0.002350476299704755,0.00024397333177334445,0.002089107090794766,0.004858185562416223,-0.002132542573889923,-0.0012804298292622969,-0.0003410841366198999,0.000457270652355019,0.001441799885209679,-0.0006723644589361554,0.0007307437841156035,0.0008677784568009297,-7.269073082401876e-05,-0.0003280445485033151,0.0009290475740514737,-0.0004668985392283715,-0.0008449363707065261,0.001670396539554218,0.00026712895495272854,0.001189124269335699,0.0008655674369907022,0.0005872325255898609,-0.0001273997982539428,5.690918915639975e-05,-0.0007709708621372664,1.4009089847870547e-05,0.0007454862406456844,-9.5781569810752e-06,0.00031128545604108707,0.0001570377343654883,0.0004781434363179513,0.0002256918033872547,0.00016728877866492461,0.0008201740514049682,-0.0003273066878180085,0.00010330850810001758,-0.00014790568629068237,-0.0002671031023460399,-0.0002810139382630885,9.156988427125351e-05,-0.0003149691729749427,-8.454663556287873e-05,0.00010188137513482852,7
