video-frame,37-267_0,61-306_0,84-314_0,37-84_0,0-17_0,267-314_0,37-267_1,61-306_1,84-314_1,37-84_1,0-17_1,267-314_1,37-267_2,61-306_2,84-314_2,37-84_2,0-17_2,267-314_2,37-267_3,61-306_3,84-314_3,37-84_3,0-17_3,267-314_3,37-267_4,61-306_4,84-314_4,37-84_4,0-17_4,267-314_4,37-267_5,61-306_5,84-314_5,37-84_5,0-17_5,267-314_5,37-267_6,61-306_6,84-314_6,37-84_6,0-17_6,267-314_6,37-267_7,61-306_7,84-314_7,37-84_7,0-17_7,267-314_7,37-267_8,61-306_8,84-314_8,37-84_8,0-17_8,267-314_8,37-267_9,61-306_9,84-314_9,37-84_9,0-17_9,267-314_9,target
4_2_1_4_30_2,0.01303979754447937,0.04388350248336792,0.01246604323387146,0.030369162559509277,0.030649274587631226,0.03038698434829712,0.01734796166419983,0.061295926570892334,0.019355714321136475,0.040056318044662476,0.0407564640045166,0.04117482900619507,0.02412399649620056,0.07450959086418152,0.025863200426101685,0.0581241250038147,0.05920255184173584,0.05844348669052124,0.01892721652984619,0.05804109573364258,0.020259827375411987,0.06273862719535828,0.06386452913284302,0.06432479619979858,0.024377882480621338,0.07942253351211548,0.023806095123291016,0.03874155879020691,0.0378643274307251,0.038684457540512085,0.023163706064224243,0.07326832413673401,0.02477174997329712,0.0673997700214386,0.06748348474502563,0.06780260801315308,0.027628034353256226,0.09291580319404602,0.02884623408317566,0.05459144711494446,0.05428692698478699,0.053748100996017456,0.01942300796508789,0.0630325973033905,0.022548943758010864,0.06827735900878906,0.0704832673072815,0.07141736149787903,0.019955724477767944,0.0611405074596405,0.021816372871398926,0.07488059997558594,0.07414519786834717,0.07218882441520691,0.02826768159866333,0.0870821475982666,0.03134810924530029,0.10169363021850586,0.10168898105621338,0.09850108623504639,4
4_2_1_4_30_3,0.021751999855041504,0.07188400626182556,0.020527273416519165,0.03754189610481262,0.035956621170043945,0.03631716966629028,0.02098289132118225,0.06498086452484131,0.02186429500579834,0.07396051287651062,0.07388144731521606,0.072273850440979,0.02573084831237793,0.09078207612037659,0.027518898248672485,0.06989690661430359,0.0680152177810669,0.06723827123641968,0.02115008234977722,0.07009944319725037,0.02219894528388977,0.06147962808609009,0.06281852722167969,0.06280559301376343,0.020556509494781494,0.0631307065486908,0.02240753173828125,0.05189579725265503,0.05213010311126709,0.05206739902496338,0.022301465272903442,0.06603768467903137,0.02466517686843872,0.07850390672683716,0.0800323486328125,0.07745066285133362,0.027628034353256226,0.09291580319404602,0.02884623408317566,0.05459144711494446,0.05428692698478699,0.053748100996017456,0.02409660816192627,0.07809028029441833,0.025394856929779053,0.05358847975730896,0.05313536524772644,0.053342849016189575,0.02323111891746521,0.071430504322052,0.025312185287475586,0.057616472244262695,0.05908229947090149,0.057561129331588745,0.02322864532470703,0.07427909970283508,0.025462687015533447,0.05508032441139221,0.05533677339553833,0.05582812428474426,4
4_2_1_4_30_4,0.021536976099014282,0.06288355588912964,0.022624224424362183,0.06878083944320679,0.06974431872367859,0.06890493631362915,0.021893411874771118,0.07462236285209656,0.02537328004837036,0.07007855176925659,0.0720202624797821,0.07310286164283752,0.02049580216407776,0.066643625497818,0.020399659872055054,0.06504064798355103,0.0662955641746521,0.06612217426300049,0.01737770438194275,0.05444526672363281,0.018579751253128052,0.0704578161239624,0.07194387912750244,0.07210654020309448,0.024121791124343872,0.08036115765571594,0.025379538536071777,0.07814866304397583,0.07768583297729492,0.07631447911262512,0.031152933835983276,0.09989985823631287,0.03359517455101013,0.08746832609176636,0.08864906430244446,0.0868370532989502,0.0278131365776062,0.08440345525741577,0.028359919786453247,0.05796971917152405,0.05667674541473389,0.05737191438674927,0.029215633869171143,0.091366708278656,0.03319340944290161,0.09771326184272766,0.09783491492271423,0.09598591923713684,0.024671822786331177,0.07024222612380981,0.02692297101020813,0.09855389595031738,0.10034996271133423,0.09630274772644043,0.015929192304611206,0.05474373698234558,0.016586989164352417,0.04360222816467285,0.043093323707580566,0.04426002502441406,4
4_2_1_4_30_5,0.026266872882843018,0.08427426218986511,0.02744939923286438,0.05851870775222778,0.059676557779312134,0.05734702944755554,0.023875892162322998,0.08144518733024597,0.024539709091186523,0.04704022407531738,0.04578319191932678,0.04670792818069458,0.021931171417236328,0.06643536686897278,0.023823559284210205,0.08582967519760132,0.08694982528686523,0.08372563123703003,0.0198327898979187,0.0659809410572052,0.022525310516357422,0.0553019642829895,0.055957645177841187,0.05799448490142822,0.029630273580551147,0.09436187148094177,0.03212741017341614,0.09091529250144958,0.09099051356315613,0.08887901902198792,0.02519044280052185,0.08059936761856079,0.025191813707351685,0.07817023992538452,0.07964152097702026,0.07923346757888794,0.024270832538604736,0.07915237545967102,0.025921672582626343,0.06993240118026733,0.07102188467979431,0.07158324122428894,0.02549654245376587,0.08447742462158203,0.023902535438537598,0.03367254137992859,0.03327175974845886,0.035551995038986206,0.016412794589996338,0.05803322792053223,0.016638517379760742,0.06310918927192688,0.0629185140132904,0.06128773093223572,0.02089560031890869,0.06393381953239441,0.022872716188430786,0.06524652242660522,0.06538692116737366,0.06471112370491028,4
4_1_2_1_25_1,0.015826880931854248,0.05133599042892456,0.015965670347213745,0.04469558596611023,0.044416189193725586,0.04362845420837402,0.019288688898086548,0.05763363838195801,0.019857585430145264,0.05180063843727112,0.052525341510772705,0.05096840858459473,0.019607990980148315,0.06418099999427795,0.020141243934631348,0.04666554927825928,0.047344744205474854,0.04601117968559265,0.019325047731399536,0.06291553378105164,0.019324809312820435,0.04001280665397644,0.038980454206466675,0.03976759314537048,0.019672483205795288,0.06435203552246094,0.020193785429000854,0.05603700876235962,0.05511793494224548,0.054658710956573486,0.026520878076553345,0.08470416069030762,0.0263424813747406,0.05120903253555298,0.050527095794677734,0.05165833234786987,0.024126768112182617,0.07959765195846558,0.023498117923736572,0.031531065702438354,0.030650556087493896,0.03147825598716736,0.02436542510986328,0.0738653838634491,0.02580079436302185,0.06416517496109009,0.06344658136367798,0.06376788020133972,0.01981326937675476,0.06205582618713379,0.018564343452453613,0.05034491419792175,0.049769312143325806,0.05089437961578369,0.022266000509262085,0.07111841440200806,0.021579593420028687,0.052008599042892456,0.05195897817611694,0.052892059087753296,4
4_1_2_1_25_2,0.02546215057373047,0.08068332076072693,0.024968862533569336,0.05766308307647705,0.057852715253829956,0.05850118398666382,0.020617008209228516,0.06532952189445496,0.019362181425094604,0.045821547508239746,0.045293062925338745,0.04638674855232239,0.021243363618850708,0.07028940320014954,0.021874606609344482,0.04554617404937744,0.04523146152496338,0.04660359025001526,0.01762688159942627,0.056947559118270874,0.01628759503364563,0.03952386975288391,0.037565380334854126,0.03716325759887695,0.01833289861679077,0.0572013258934021,0.019221842288970947,0.04954299330711365,0.04932108521461487,0.049831658601760864,0.016265064477920532,0.05347314476966858,0.01577061414718628,0.036789268255233765,0.034929633140563965,0.034925997257232666,0.01815652847290039,0.05897572636604309,0.017267167568206787,0.03693583607673645,0.03629663586616516,0.036396175622940063,0.017495721578598022,0.055940061807632446,0.017681002616882324,0.04420042037963867,0.04391944408416748,0.04401513934135437,0.01568758487701416,0.049745529890060425,0.01677265763282776,0.04815682768821716,0.047642022371292114,0.047071754932403564,0.01637256145477295,0.05299338698387146,0.015537768602371216,0.0344199538230896,0.03431972861289978,0.035574764013290405,4
4_1_2_1_25_3,0.016501903533935547,0.05312022566795349,0.017194688320159912,0.044036924839019775,0.043960392475128174,0.04420363903045654,0.015521138906478882,0.04961422085762024,0.015922725200653076,0.04090374708175659,0.041303157806396484,0.04208526015281677,0.015829533338546753,0.04513391852378845,0.01625177264213562,0.05402606725692749,0.05502021312713623,0.05386239290237427,0.018967270851135254,0.06135183572769165,0.018672138452529907,0.04765194654464722,0.047944843769073486,0.04810568690299988,0.014736354351043701,0.04834148287773132,0.014479517936706543,0.034002840518951416,0.03326740860939026,0.034259676933288574,0.01842513680458069,0.058153897523880005,0.018581241369247437,0.04652160406112671,0.04637765884399414,0.046636998653411865,0.014901936054229736,0.0492892861366272,0.013940632343292236,0.030027061700820923,0.02852460741996765,0.028577417135238647,0.0210912823677063,0.06896966695785522,0.020806342363357544,0.04539969563484192,0.045583903789520264,0.04586231708526611,0.0157792866230011,0.051855772733688354,0.015622824430465698,0.03505250811576843,0.03509238362312317,0.03554806113243103,0.01807054877281189,0.05996730923652649,0.01846572756767273,0.04020246863365173,0.03975358605384827,0.040329545736312866,4
4_1_2_1_25_4,0.015042781829833984,0.047505706548690796,0.01434934139251709,0.03632858395576477,0.035519689321517944,0.035279303789138794,0.018930524587631226,0.06397992372512817,0.016877323389053345,0.030346393585205078,0.028417110443115234,0.028706908226013184,0.014961212873458862,0.04905062913894653,0.014673590660095215,0.03364786505699158,0.03399425745010376,0.0341343879699707,0.018569141626358032,0.057575374841690063,0.01803073287010193,0.0448455810546875,0.04429060220718384,0.04460984468460083,0.01798984408378601,0.059324830770492554,0.01758873462677002,0.04344382882118225,0.04269784688949585,0.0428541898727417,0.017837315797805786,0.05834066867828369,0.018617630004882812,0.04844275116920471,0.04823186993598938,0.04802888631820679,0.01958531141281128,0.06062734127044678,0.02050381898880005,0.06337624788284302,0.06407156586647034,0.06323093175888062,0.0190449059009552,0.05880141258239746,0.019617199897766113,0.05490270256996155,0.05452728271484375,0.054375529289245605,0.020066887140274048,0.06489333510398865,0.01922336220741272,0.055337876081466675,0.055879682302474976,0.055274635553359985,0.01791822910308838,0.06071889400482178,0.017742902040481567,0.04106980562210083,0.0400564968585968,0.04124513268470764,4
4_1_2_1_25_5,0.021720945835113525,0.06448525190353394,0.021467387676239014,0.07252809405326843,0.07335245609283447,0.07130613923072815,0.01563626527786255,0.04828152060508728,0.014337301254272461,0.03730270266532898,0.03718867897987366,0.03762868046760559,0.01426786184310913,0.045106470584869385,0.013858795166015625,0.032125622034072876,0.03164517879486084,0.03280523419380188,0.015075445175170898,0.04602852463722229,0.016050875186920166,0.04419693350791931,0.04459047317504883,0.04481592774391174,0.013672053813934326,0.04282855987548828,0.013181239366531372,0.027009189128875732,0.02667689323425293,0.027833610773086548,0.013331502676010132,0.04208347201347351,0.014162331819534302,0.03688693046569824,0.03707113862037659,0.03771775960922241,0.01384696364402771,0.04459583759307861,0.013330578804016113,0.03144535422325134,0.030543148517608643,0.0315210223197937,0.019116580486297607,0.05986747145652771,0.020691484212875366,0.054472535848617554,0.054367274045944214,0.05367249250411987,0.01907852292060852,0.06003224849700928,0.018920928239822388,0.04580813646316528,0.046065956354141235,0.0463029146194458,0.015779972076416016,0.0513683557510376,0.016150295734405518,0.04218947887420654,0.04137599468231201,0.0418429970741272,4
4_1_2_8_25_1,0.020861834287643433,0.06499782204627991,0.020780175924301147,0.03366661071777344,0.033689528703689575,0.03358495235443115,0.017302254835764568,0.05480853716532389,0.016216754913330078,0.0382097065448761,0.037606517473856606,0.03820750117301941,0.017298460006713867,0.0580897331237793,0.017139971256256104,0.029782354831695557,0.028724700212478638,0.02994084358215332,0.01603376865386963,0.05277183651924133,0.01651674509048462,0.03628841042518616,0.03521913290023804,0.03580543398857117,0.015471011400222778,0.049801841378211975,0.015070483088493347,0.029660359025001526,0.02916032075881958,0.030227690935134888,0.021719247102737427,0.07532045245170593,0.019628524780273438,0.03748363256454468,0.036190152168273926,0.0370999276638031,0.02267599105834961,0.07824566960334778,0.020042240619659424,0.04123169183731079,0.0398523211479187,0.04109644889831543,0.022394806146621704,0.07926055788993835,0.01932784914970398,0.038835376501083374,0.037372201681137085,0.038807421922683716,0.021954983472824097,0.07588201761245728,0.01904281973838806,0.042400509119033813,0.04135832190513611,0.042411237955093384,0.02134600281715393,0.07351723313331604,0.01856410503387451,0.04257187247276306,0.04159840941429138,0.04275083541870117,4
